"row","col","corr"
"Colwellia","X16067",-0.0292435627205059
"Crocinitomix","X16067",-0.162785216002799
"D_7__Chaetoceros","X16067",0.102024671575268
"Dokdonia","X16067",-0.17474179616342
"Flavicella","X16067",-0.0393661546729474
"Fluviicola","X16067",0.0823335779217332
"Formosa","X16067",-0.031070227488746
"Francisella","X16067",-0.0953956135820968
"FS140-16B-02 marine group","X16067",-0.151802427225932
"Halioglobus","X16067",-0.156890644000509
"Halomonas","X16067",0.0324858077244087
"Hellea","X16067",0.0919037075979272
"hydrothermal vent metagenome","X16067",-0.153675514594902
"Idiomarina","X16067",-0.156674206824435
"IS-44","X16067",-0.0417642605695741
"JL-ETNP-F27","X16067",-0.193108652871769
"Lentimonas","X16067",0.041056996147242
"Lentisphaera","X16067",-0.0524263682504691
"Lewinella","X16067",-0.0412541878494185
"LS-NOB","X16067",-0.177093957923474
"Luminiphilus","X16067",0.0909752326311718
"Magnetospira","X16067",-0.155880925418993
"Marinagarivorans","X16067",-0.0661821710251092
"marine metagenome","X16067",-0.177922042548495
"Marinimicrobia bacterium SCGC AAA003-E22","X16067",-0.0274097653939042
"Marinimicrobia bacterium SCGC AAA160-I06","X16067",-0.190164033214188
"Marinobacter","X16067",-0.126732554836291
"Marinoscillum","X16067",-0.147142198562005
"MB11C04 marine group","X16067",-0.0679173998156031
"MD3-55","X16067",0.0359787199553299
"metagenome","X16067",-0.190923694377996
"Milano-WF1B-03","X16067",-0.100133934612212
"MWH-UniP1 aquatic group","X16067",0.11398977388436
"Nitrosomonas","X16067",-0.137018286088875
"Nitrospina","X16067",-0.173783345507988
"NS10 marine group","X16067",0.0502988816749248
"NS2b marine group","X16067",-0.0634161844169414
"NS4 marine group","X16067",-0.125815927132517
"NS5 marine group","X16067",0.016676804622687
"Oleibacter","X16067",-0.125968662681643
"Oleiphilus","X16067",0.06222879262072
"Oleispira","X16067",-0.0873179592584345
"OM27 clade","X16067",-0.192331062053924
"OM43 clade","X16067",0.17025361339072
"OM60(NOR5) clade","X16067",0.175497899308409
"OM75 clade","X16067",-0.0388132010512631
"Pelagicoccus","X16067",0.0586957033271167
"Peredibacter","X16067",0.0346128831237567
"Persicirhabdus","X16067",-0.0258617833800225
"Planktomarina","X16067",0.0646763069681065
"Porticoccus","X16067",0.00512185551730834
"Prochlorococcus MIT9313","X16067",0.0859105471394374
"Pseudoalteromonas","X16067",-0.156414760153022
"Pseudofulvibacter","X16067",0.00937705919679718
"Pseudohongiella","X16067",0.0481571437209601
"Pseudomonas","X16067",0.025986557909329
"Psychromonas","X16067",0.0990379059414407
"Reichenbachiella","X16067",0.0428422940971063
"Rhodobacteraceae bacterium REDSEA-S29_B10","X16067",0.0671793406247679
"Rhodopirellula","X16067",-0.166770206446053
"Roseibacillus","X16067",-0.05695928030719
"Roseobacter clade NAC11-7 lineage","X16067",-0.170078486536096
"Rubripirellula","X16067",-0.145742433521829
"Ruegeria","X16067",0.0592675309176394
"Saprospira","X16067",-0.0389589845497596
"SAR116 cluster bacterium REDSEA-S10_B10N8","X16067",0.122678806968675
"SAR202 cluster bacterium SCGC AAA240-N13","X16067",-0.0935897854104494
"SAR86 cluster bacterium REDSEA-S09_B4","X16067",-0.0747487676511662
"SAR92 clade","X16067",0.0631292939259301
"SCGC AAA164-E04","X16067",-0.152536956364383
"seawater metagenome","X16067",0.0668509656238689
"Shewanella","X16067",0.0624144327683238
"Sinobacterium","X16067",-0.149885543383273
"Sulfitobacter","X16067",0.150028979559225
"SUP05 cluster","X16067",-0.161767722084219
"Sva0996 marine group","X16067",-0.106255745705409
"Synechococcus CC9902","X16067",0.102564222070576
"Thalassotalea","X16067",-0.116080925123013
"Ulvibacter","X16067",0.0176451644981347
"A714019","X14791",0.339777684199273
"Aliiglaciecola","X14791",-0.0976054879487813
"Alteromonas","X14791",0.154786411219861
"Alteromonas macleodii","X14791",0.465238008766464
"Amphritea","X14791",-0.0284896216871361
"Amylibacter","X14791",-0.222109792995857
"Ascidiaceihabitans","X14791",-0.0311224492811021
"AT-s3-44","X14791",0.28454959516366
"Aureispira","X14791",0.1635451488509
"BD1-7 clade","X14791",0.227457482110969
"Blastopirellula","X14791",0.291214439239673
"Candidatus Actinomarina","X14791",-0.2251429509222
"Candidatus Endoecteinascidia","X14791",0.114314497646798
"Candidatus Nitrosopelagicus","X14791",0.276532016412047
"Candidatus Nitrosopumilus","X14791",0.405353436836025
"Candidatus Puniceispirillum","X14791",-0.283213278980052
"Catenovulum","X14791",0.291630604151579
"CL500-3","X14791",0.091238628412266
"Clade Ia","X14791",-0.225253435016723
"Clade Ib","X14791",0.351333401488354
"Cm1-21","X14791",0.281737614898324
"Colwellia","X14791",0.30854132083108
"Crocinitomix","X14791",0.290744423351257
"D_7__Chaetoceros","X14791",-0.122678731120314
"Dokdonia","X14791",0.140530412529032
"Flavicella","X14791",-0.0141874517417046
"Fluviicola","X14791",-0.328289460528225
"Formosa","X14791",-0.377832491308433
"Francisella","X14791",-0.137288121247665
"FS140-16B-02 marine group","X14791",0.396250747977162
"Halioglobus","X14791",0.393836307895713
"Halomonas","X14791",0.302806218079649
"Hellea","X14791",-0.264016476752902
"hydrothermal vent metagenome","X14791",0.477112836043458
"Idiomarina","X14791",0.334119359939996
"IS-44","X14791",-0.0979963531635712
"JL-ETNP-F27","X14791",0.288375875717811
"Lentimonas","X14791",-0.15469414997883
"Lentisphaera","X14791",0.348833983103298
"Lewinella","X14791",-0.0569974657213093
"LS-NOB","X14791",0.298880466108146
"Luminiphilus","X14791",-0.224455914005848
"Magnetospira","X14791",0.189482743630372
"Marinagarivorans","X14791",0.331491490470479
"marine metagenome","X14791",0.400076797295513
"Marinimicrobia bacterium SCGC AAA003-E22","X14791",0.375733865037318
"Marinimicrobia bacterium SCGC AAA160-I06","X14791",0.288285351617861
"Marinobacter","X14791",0.0888640628482676
"Marinoscillum","X14791",0.231055971837247
"MB11C04 marine group","X14791",0.134003078498388
"MD3-55","X14791",-0.105438614332437
"metagenome","X14791",0.255600605548411
"Milano-WF1B-03","X14791",0.118060541458818
"MWH-UniP1 aquatic group","X14791",-0.208513666569943
"Nitrosomonas","X14791",0.214408108980939
"Nitrospina","X14791",0.424228832222669
"NS10 marine group","X14791",0.0306547324944799
"NS2b marine group","X14791",0.0756010260605368
"NS4 marine group","X14791",-0.0617167224469409
"NS5 marine group","X14791",-0.169407837836761
"Oleibacter","X14791",0.200706620521806
"Oleiphilus","X14791",0.129029788557818
"Oleispira","X14791",0.0800867778366933
"OM27 clade","X14791",0.250972368576673
"OM43 clade","X14791",-0.26557484234156
"OM60(NOR5) clade","X14791",-0.267914939279635
"OM75 clade","X14791",-0.0355352284059314
"Pelagicoccus","X14791",-0.0878192565972901
"Peredibacter","X14791",0.36962024441336
"Persicirhabdus","X14791",-0.0680753644692354
"Planktomarina","X14791",-0.303278026632828
"Porticoccus","X14791",-0.0449962430697534
"Prochlorococcus MIT9313","X14791",-0.199692296323298
"Pseudoalteromonas","X14791",0.441145328462336
"Pseudofulvibacter","X14791",0.443610306666954
"Pseudohongiella","X14791",-0.121876053467842
"Pseudomonas","X14791",0.454246248146854
"Psychromonas","X14791",0.287491334561398
"Reichenbachiella","X14791",0.431477504724648
"Rhodobacteraceae bacterium REDSEA-S29_B10","X14791",-0.177912905845171
"Rhodopirellula","X14791",0.326695177489587
"Roseibacillus","X14791",-0.0766303838112224
"Roseobacter clade NAC11-7 lineage","X14791",0.244438276431855
"Rubripirellula","X14791",0.288829608272856
"Ruegeria","X14791",0.00929007131859114
"Saprospira","X14791",-0.0299090585445899
"SAR116 cluster bacterium REDSEA-S10_B10N8","X14791",-0.21033444356965
"SAR202 cluster bacterium SCGC AAA240-N13","X14791",0.330667742406625
"SAR86 cluster bacterium REDSEA-S09_B4","X14791",0.440578537931377
"SAR92 clade","X14791",-0.0846364561538287
"SCGC AAA164-E04","X14791",0.222704866529019
"seawater metagenome","X14791",-0.207727520085147
"Shewanella","X14791",0.348318973242693
"Sinobacterium","X14791",0.267544224077257
"Sulfitobacter","X14791",-0.173014598439793
"SUP05 cluster","X14791",0.441662374523666
"Sva0996 marine group","X14791",0.488852363843236
"Synechococcus CC9902","X14791",-0.226767551153742
"Thalassotalea","X14791",0.0483509736280739
"Ulvibacter","X14791",-0.262847241241995
"A714019","X11874",0.341191262122343
"Aliiglaciecola","X11874",0.0364034062990914
"Alteromonas","X11874",0.315022800281797
"Alteromonas macleodii","X11874",0.194013604140148
"Amphritea","X11874",-0.0540462619806314
"Amylibacter","X11874",-0.259801083146282
"Ascidiaceihabitans","X11874",-0.148181749542392
"AT-s3-44","X11874",0.386828632785629
"Aureispira","X11874",0.567448419364362
"BD1-7 clade","X11874",0.0392315973073678
"Blastopirellula","X11874",0.0635049209211282
"Candidatus Actinomarina","X11874",-0.151524195648516
"Candidatus Endoecteinascidia","X11874",0.468537660086744
"Candidatus Nitrosopelagicus","X11874",0.467222254147906
"Candidatus Nitrosopumilus","X11874",0.241326698514836
"Candidatus Puniceispirillum","X11874",-0.0463241817312093
"Catenovulum","X11874",0.183725017184755
"CL500-3","X11874",0.100431807015226
"Clade Ia","X11874",-0.0925933716587273
"Clade Ib","X11874",0.562549467539211
"Cm1-21","X11874",0.154736058040517
"Colwellia","X11874",0.198504977355024
"Crocinitomix","X11874",0.239870168793362
"D_7__Chaetoceros","X11874",-0.167328605386498
"Dokdonia","X11874",0.211436651353812
"Flavicella","X11874",0.299812996219694
"Fluviicola","X11874",-0.29983150506463
"Formosa","X11874",-0.247690074899928
"Francisella","X11874",-0.210666078368011
"FS140-16B-02 marine group","X11874",0.447067162871456
"Halioglobus","X11874",0.144028540679781
"Halomonas","X11874",0.352887641783695
"Hellea","X11874",-0.295261841699405
"hydrothermal vent metagenome","X11874",0.336325593037604
"Idiomarina","X11874",0.150692927222412
"IS-44","X11874",-0.145566764161863
"JL-ETNP-F27","X11874",0.242035511873328
"Lentimonas","X11874",0.123220839857869
"Lentisphaera","X11874",0.314925546643278
"Lewinella","X11874",-0.109703114649751
"LS-NOB","X11874",0.283154051555896
"Luminiphilus","X11874",-0.0350688661111936
"Magnetospira","X11874",0.414926274650551
"Marinagarivorans","X11874",0.145488454649975
"marine metagenome","X11874",0.428862264930664
"Marinimicrobia bacterium SCGC AAA003-E22","X11874",0.330724558303538
"Marinimicrobia bacterium SCGC AAA160-I06","X11874",0.252204149249063
"Marinobacter","X11874",0.300152001378242
"Marinoscillum","X11874",0.226059925573402
"MB11C04 marine group","X11874",0.106685500458054
"MD3-55","X11874",0.106874873382593
"metagenome","X11874",0.367426335622671
"Milano-WF1B-03","X11874",0.156146249021084
"MWH-UniP1 aquatic group","X11874",-0.0595898063186444
"Nitrosomonas","X11874",0.130030389221462
"Nitrospina","X11874",0.390135629036543
"NS10 marine group","X11874",-0.162073541612484
"NS2b marine group","X11874",0.238585473473935
"NS4 marine group","X11874",0.062177762538278
"NS5 marine group","X11874",0.0642807263771513
"Oleibacter","X11874",0.158651658518582
"Oleiphilus","X11874",-0.0269084673781622
"Oleispira","X11874",0.142584116020755
"OM27 clade","X11874",0.257375674095809
"OM43 clade","X11874",-0.0927383399971969
"OM60(NOR5) clade","X11874",-0.0993382220463042
"OM75 clade","X11874",0.0594060981741028
"Pelagicoccus","X11874",-0.118416487688752
"Peredibacter","X11874",0.33663314917398
"Persicirhabdus","X11874",0.125063323371445
"Planktomarina","X11874",-0.307545127627309
"Porticoccus","X11874",-0.201487645941207
"Prochlorococcus MIT9313","X11874",-0.0503160981711642
"Pseudoalteromonas","X11874",0.365929110457302
"Pseudofulvibacter","X11874",0.1626840063437
"Pseudohongiella","X11874",0.0773220143613169
"Pseudomonas","X11874",0.226480628437603
"Psychromonas","X11874",0.129134911447369
"Reichenbachiella","X11874",0.130345547541864
"Rhodobacteraceae bacterium REDSEA-S29_B10","X11874",-0.0489676024463197
"Rhodopirellula","X11874",0.391316259334755
"Roseibacillus","X11874",0.105716905867042
"Roseobacter clade NAC11-7 lineage","X11874",0.11873998362034
"Rubripirellula","X11874",0.186403491645421
"Ruegeria","X11874",-0.166174381533369
"Saprospira","X11874",-0.169212237486317
"SAR116 cluster bacterium REDSEA-S10_B10N8","X11874",-0.0707829592451241
"SAR202 cluster bacterium SCGC AAA240-N13","X11874",0.314115803406869
"SAR86 cluster bacterium REDSEA-S09_B4","X11874",0.311001688899817
"SAR92 clade","X11874",-0.0213353512819885
"SCGC AAA164-E04","X11874",0.067357479280375
"seawater metagenome","X11874",0.050334549713063
"Shewanella","X11874",0.129710956949563
"Sinobacterium","X11874",0.130725084101023
"Sulfitobacter","X11874",-0.152140416696407
"SUP05 cluster","X11874",0.15715549270548
"Sva0996 marine group","X11874",0.349063783326945
"Synechococcus CC9902","X11874",0.16283845531308
"Thalassotalea","X11874",0.154762158127377
"Ulvibacter","X11874",-0.264680962351486
"A714019","X9106",0.350654106443178
"Aliiglaciecola","X9106",0.224634379799092
"Alteromonas","X9106",0.175463986241439
"Alteromonas macleodii","X9106",0.372287673802613
"Amphritea","X9106",0.0254329645169291
"Amylibacter","X9106",-0.161538562811162
"Ascidiaceihabitans","X9106",-0.0351698274427489
"AT-s3-44","X9106",0.26448657535706
"Aureispira","X9106",0.320701571499077
"BD1-7 clade","X9106",0.0722925333720356
"Blastopirellula","X9106",0.0447675689335744
"Candidatus Actinomarina","X9106",-0.00588999382935043
"Candidatus Endoecteinascidia","X9106",0.231510354827113
"Candidatus Nitrosopelagicus","X9106",0.236297440742519
"Candidatus Nitrosopumilus","X9106",0.164656511054512
"Candidatus Puniceispirillum","X9106",-0.0779464130180982
"Catenovulum","X9106",0.500983737375443
"CL500-3","X9106",0.109137616165641
"Clade Ia","X9106",-0.0717632050662871
"Clade Ib","X9106",0.356396604875909
"Cm1-21","X9106",0.15218323287331
"Colwellia","X9106",0.295476074390125
"Crocinitomix","X9106",0.329833278513262
"D_7__Chaetoceros","X9106",-0.0594914634376097
"Dokdonia","X9106",0.182945840446138
"Flavicella","X9106",0.245841587076335
"Fluviicola","X9106",-0.098855227945107
"Formosa","X9106",-0.187526080480787
"Francisella","X9106",-0.00607984887571145
"FS140-16B-02 marine group","X9106",0.349303139987051
"Halioglobus","X9106",0.227991347009716
"Halomonas","X9106",0.233539371262323
"Hellea","X9106",-0.134357585795279
"hydrothermal vent metagenome","X9106",0.34931456683513
"Idiomarina","X9106",0.0666519612588167
"IS-44","X9106",-0.0236765600148632
"JL-ETNP-F27","X9106",0.198173646631846
"Lentimonas","X9106",0.018447630891759
"Lentisphaera","X9106",0.388387403914417
"Lewinella","X9106",-0.0209720726534579
"LS-NOB","X9106",0.252410582808715
"Luminiphilus","X9106",6.46698421806522e-05
"Magnetospira","X9106",0.223595887436083
"Marinagarivorans","X9106",0.45831280020303
"marine metagenome","X9106",0.352913756734467
"Marinimicrobia bacterium SCGC AAA003-E22","X9106",0.283378664667004
"Marinimicrobia bacterium SCGC AAA160-I06","X9106",0.246800407093449
"Marinobacter","X9106",0.287581138520822
"Marinoscillum","X9106",0.286067750059392
"MB11C04 marine group","X9106",0.171843907137659
"MD3-55","X9106",-0.0653722948801251
"metagenome","X9106",0.27731446890877
"Milano-WF1B-03","X9106",-0.0178147048789638
"MWH-UniP1 aquatic group","X9106",-0.0287765680979264
"Nitrosomonas","X9106",0.0484227731439946
"Nitrospina","X9106",0.401728722379589
"NS10 marine group","X9106",-0.106874264239316
"NS2b marine group","X9106",0.307190892148178
"NS4 marine group","X9106",0.0869344863488643
"NS5 marine group","X9106",0.0125035817091767
"Oleibacter","X9106",-0.0235690426923262
"Oleiphilus","X9106",0.0993440854416476
"Oleispira","X9106",0.170667326217735
"OM27 clade","X9106",0.214025924195366
"OM43 clade","X9106",-0.067247523617795
"OM60(NOR5) clade","X9106",-0.0527939807417397
"OM75 clade","X9106",0.061090382670534
"Pelagicoccus","X9106",-0.0395746600451158
"Peredibacter","X9106",0.261281795682278
"Persicirhabdus","X9106",0.126360563160275
"Planktomarina","X9106",-0.219500656292922
"Porticoccus","X9106",-0.100277903400702
"Prochlorococcus MIT9313","X9106",-0.0288028589607388
"Pseudoalteromonas","X9106",0.384063774263357
"Pseudofulvibacter","X9106",0.141624086887792
"Pseudohongiella","X9106",0.0764519868035317
"Pseudomonas","X9106",0.116763333329779
"Psychromonas","X9106",0.115450035250999
"Reichenbachiella","X9106",0.252174873150654
"Rhodobacteraceae bacterium REDSEA-S29_B10","X9106",0.000414565765011703
"Rhodopirellula","X9106",0.450861446936315
"Roseibacillus","X9106",0.21295224389631
"Roseobacter clade NAC11-7 lineage","X9106",0.145604357090419
"Rubripirellula","X9106",0.103792735394093
"Ruegeria","X9106",0.00825571796584705
"Saprospira","X9106",-0.0348004807615434
"SAR116 cluster bacterium REDSEA-S10_B10N8","X9106",0.010750204239812
"SAR202 cluster bacterium SCGC AAA240-N13","X9106",0.185644089267642
"SAR86 cluster bacterium REDSEA-S09_B4","X9106",0.325290160416911
"SAR92 clade","X9106",0.021205215802079
"SCGC AAA164-E04","X9106",0.0145060343431374
"seawater metagenome","X9106",-0.0309349283905644
"Shewanella","X9106",0.291304763529389
"Sinobacterium","X9106",0.128157646165254
"Sulfitobacter","X9106",-0.138005585685073
"SUP05 cluster","X9106",0.25161070558417
"Sva0996 marine group","X9106",0.376674640788616
"Synechococcus CC9902","X9106",0.162823359041334
"Thalassotalea","X9106",0.327762292780791
"Ulvibacter","X9106",-0.182164539208676
"A714019","X17538",0.188231710988507
"Aliiglaciecola","X17538",0.243637902311146
"Alteromonas","X17538",0.453827586836571
"Alteromonas macleodii","X17538",0.0510263094194598
"Amphritea","X17538",-0.0829980445206084
